Genesymbol	miRNA	Cancertype	Targetsiteclass
BCAS3	hsa-miR-4485	"LiverCancer(NCC,JP)"	Created
STIL	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
PML	hsa-miR-4792	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
USP4	hsa-miR-659-3p	"LiverCancer(RIKEN,JP)"	Created
USP4	hsa-miR-659-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-4708-3p	"LiverCancer(RIKEN,JP)"	Created
PML	hsa-miR-4792	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
ARAF	hsa-miR-4704-3p	"LiverCancer(NCC,JP)"	Created
ARAF	hsa-miR-4704-3p	"LiverCancer(NCC,JP)"	Created
TOP1	hsa-miR-183-5p	"LiverCancer(RIKEN,JP)"	Created
KAT6A	hsa-miR-4687-3p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4687-3p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4687-3p	"BreastCarcinoma(WTSI,UK)"	Created
USP4	hsa-miR-532-5p	"ProstateCancer(OICR,CA)"	Created
VHL	hsa-miR-3660	"LiverCancer(RIKEN,JP)"	Created
VHL	hsa-miR-3660	"LiverCancer(RIKEN,JP)"	Created
ARAF	hsa-miR-5582-5p	"LiverCancer(NCC,JP)"	Disrupted
ARAF	hsa-miR-5582-5p	"LiverCancer(NCC,JP)"	Disrupted
GNAS	hsa-miR-4714-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-4714-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
RUNX1T1	hsa-miR-5689	"LiverCancer(RIKEN,JP)"	Created
EPS15	hsa-miR-4642	"LiverCancer(RIKEN,JP)"	Created
EPS15	hsa-miR-4642	"LiverCancer(RIKEN,JP)"	Created
GAS7	hsa-miR-202-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-202-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-202-3p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-miR-202-3p	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-149-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-149-3p	"ProstateCancer(OICR,CA)"	Created
VHL	hsa-miR-4526	"LiverCancer(RIKEN,JP)"	Created
VHL	hsa-miR-4526	"LiverCancer(RIKEN,JP)"	Created
MET	hsa-miR-4530	"ProstateCancer(OICR,CA)"	Created
MET	hsa-miR-4530	"ProstateCancer(OICR,CA)"	Created
MAFB	hsa-miR-4678	"LiverCancer(RIKEN,JP)"	Created
PCM1	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-4684-5p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-4728-5p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-4728-5p	"ProstateCancer(OICR,CA)"	Created
PBX1	hsa-miR-3166	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
BCAS4	hsa-miR-4659b-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4659b-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4659b-3p	"LiverCancer(NCC,JP)"	Created
GNAS	hsa-miR-4793-5p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-4793-5p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
BTG1	hsa-miR-4449	"LiverCancer(RIKEN,JP)"	Created
MAF	hsa-miR-3613-3p	"LiverCancer(NCC,JP)"	Created
ERBB3	hsa-miR-3922-5p	"LiverCancer(NCC,JP)"	Created
ERBB3	hsa-miR-4717-5p	"LiverCancer(NCC,JP)"	Created
BTG1	hsa-miR-548n	"LiverCancer(RIKEN,JP)"	Disrupted
ELL	hsa-miR-4745-3p	"LiverCancer(NCC,JP)"	Disrupted
ARAF	hsa-miR-4719	"LiverCancer(NCC,JP)"	Created
ARAF	hsa-miR-4719	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
BTG1	hsa-miR-34b-3p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-1277-5p	"LiverCancer(RIKEN,JP)"	Created
ERBB4	hsa-miR-1277-5p	"LiverCancer(RIKEN,JP)"	Created
PSMD10	hsa-miR-181c-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-141-3p	"LiverCancer(RIKEN,JP)"	Created
WISP1	hsa-miR-3678-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
ZNF320	hsa-miR-4530	"ProstateCancer(OICR,CA)"	Created
AFF4	hsa-miR-1914-5p	"LiverCancer(RIKEN,JP)"	Created
AKT2	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
USP4	hsa-miR-4530	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
GNAS	hsa-miR-330-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-330-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
USP28	hsa-miR-4684-5p	"ProstateCancer(OICR,CA)"	Created
PAX3	hsa-miR-876-5p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-4722-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-4722-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
ARHGAP26	hsa-miR-1285-3p	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-1285-3p	"ProstateCancer(OICR,CA)"	Created
HOXA9	hsa-miR-556-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
STIL	hsa-miR-30c-2-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-30c-2-3p	"ProstateCancer(OICR,CA)"	Created
KAT6A	hsa-miR-4666b	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4666b	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4666b	"BreastCarcinoma(WTSI,UK)"	Created
ERBB4	hsa-miR-3145-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ARHGAP26	hsa-miR-5095	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-5095	"ProstateCancer(OICR,CA)"	Created
CRK	hsa-miR-4485	"LiverCancer(NCC,JP)"	Created
CRK	hsa-miR-4485	"LiverCancer(NCC,JP)"	Created
ZNF320	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
USP4	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
BCAS3	hsa-miR-548o-3p	"LiverCancer(NCC,JP)"	Created
BCAS3	hsa-miR-548o-3p	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
TTC23	hsa-miR-200a-3p	"LiverCancer(RIKEN,JP)"	Created
PCM1	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
BCAS4	hsa-miR-4659a-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4659a-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4659a-3p	"LiverCancer(NCC,JP)"	Created
GNAS	hsa-miR-3660	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-3660	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
CRKL	hsa-miR-4677-5p	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-766-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-766-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-766-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-4265	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4265	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4265	"LiverCancer(NCC,JP)"	Created
SMAP2	hsa-miR-4476	"LiverCancer(RIKEN,JP)"	Created
SMAP2	hsa-miR-4476	"LiverCancer(RIKEN,JP)"	Created
SMAP2	hsa-miR-4476	"LiverCancer(RIKEN,JP)"	Created
SMAP2	hsa-miR-4476	"LiverCancer(RIKEN,JP)"	Created
WHSC1	hsa-miR-15b-5p	"LiverCancer(NCC,JP)"	Created
KAT5	hsa-miR-555	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-555	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-555	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-555	"LiverCancer(RIKEN,JP)"	Disrupted
PCM1	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
HOPX	hsa-miR-515-3p	"LiverCancer(NCC,JP)"	Created
USP4	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
NR4A3	hsa-miR-548l	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PCM1	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
PBX1	hsa-miR-4494	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
STIL	hsa-miR-30b-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-30b-3p	"ProstateCancer(OICR,CA)"	Created
BCAS4	hsa-miR-4778-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4778-3p	"LiverCancer(NCC,JP)"	Created
BCAS4	hsa-miR-4778-3p	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-106a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-17-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-106a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-17-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-106a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-17-5p	"ProstateCancer(OICR,CA)"	Created
PSMD10	hsa-miR-181d	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PCM1	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-93-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
GNAS	hsa-miR-888-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-888-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
MCF2	hsa-miR-4659a-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
MCF2	hsa-miR-4659a-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
MCF2	hsa-miR-4659a-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
MCF2	hsa-miR-4659a-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
AKT2	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
SYK	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
PBX1	hsa-miR-324-3p	"LiverCancer(RIKEN,JP)"	Created
CCND2	hsa-miR-625-5p	"LiverCancer(RIKEN,JP)"	Created
PCM1	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
ELL	hsa-miR-1247-5p	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-106a-5p	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-17-5p	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
FURIN	hsa-miR-570-3p	"LiverCancer(RIKEN,JP)"	Created
KDSR	hsa-miR-5095	"ProstateCancer(OICR,CA)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-3591-3p	"BreastCarcinoma(WTSI,UK)"	Created
NET1	hsa-miR-551b-5p	"LiverCancer(RIKEN,JP)"	Created
NET1	hsa-miR-551b-5p	"LiverCancer(RIKEN,JP)"	Created
PML	hsa-miR-4316	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
WHSC1	hsa-miR-15b-5p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-let-7d-5p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-let-7d-5p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-let-7d-5p	"LiverCancer(NCC,JP)"	Created
GAS7	hsa-let-7d-5p	"LiverCancer(NCC,JP)"	Created
STIL	hsa-miR-3689b-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3689c	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3689b-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3689c	"ProstateCancer(OICR,CA)"	Created
TPM3	hsa-miR-621	"LiverCancer(RIKEN,JP)"	Created
PDGFRB	hsa-miR-573	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-553	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-553	"LiverCancer(NCC,JP)"	Created
AKT2	hsa-miR-553	"LiverCancer(NCC,JP)"	Created
GNAS	hsa-miR-3681-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
STIL	hsa-miR-3689a-3p	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3689a-3p	"ProstateCancer(OICR,CA)"	Created
GNAS	hsa-miR-3681-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PBX1	hsa-miR-4771	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
TOP1	hsa-miR-4684-3p	"LiverCancer(RIKEN,JP)"	Created
AKAP13	hsa-miR-665	"LiverCancer(NCC,JP)"	Disrupted
AKAP13	hsa-miR-665	"LiverCancer(NCC,JP)"	Disrupted
GAS7	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-1273g-3p	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-5193	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-5193	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-5193	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-5193	"LiverCancer(RIKEN,JP)"	Created
PBX1	hsa-miR-1273g-3p	"LiverCancer(RIKEN,JP)"	Created
WHSC1	hsa-miR-15a-5p	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-4289	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4289	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4289	"LiverCancer(NCC,JP)"	Created
PCM1	hsa-miR-106b-5p	"ProstateCancer(OICR,CA)"	Created
SS18	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
SS18	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
CRKL	hsa-miR-5100	"LiverCancer(NCC,JP)"	Created
REL	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
PCM1	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-3689f	"LiverCancer(RIKEN,JP)"	Created
FOXO4	hsa-miR-4519	"LiverCancer(NCC,JP)"	Created
FOXO4	hsa-miR-4519	"LiverCancer(NCC,JP)"	Created
CDKN1B	hsa-miR-579	"LiverCancer(NCC,JP)"	Created
TPM3	hsa-miR-424-5p	"LiverCancer(RIKEN,JP)"	Created
BCL11A	hsa-miR-652-5p	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
HCK	hsa-miR-1250	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-323b-3p	"ColonAdenocarcinoma(TCGA,US)"	Created
TOP1	hsa-miR-744-3p	"LiverCancer(RIKEN,JP)"	Created
WISP1	hsa-miR-298	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
SYK	hsa-miR-624-5p	"LiverCancer(RIKEN,JP)"	Created
SYK	hsa-miR-624-5p	"LiverCancer(RIKEN,JP)"	Created
SYK	hsa-miR-624-5p	"LiverCancer(RIKEN,JP)"	Created
SYK	hsa-miR-624-5p	"LiverCancer(RIKEN,JP)"	Created
BCL11A	hsa-miR-548as-3p	"LiverCancer(NCC,JP)"	Created
ZNF320	hsa-miR-4713-3p	"LiverCancer(RIKEN,JP)"	Created
PML	hsa-miR-4689	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PCM1	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
ETV6	hsa-miR-1277-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PCM1	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-4648	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4648	"LiverCancer(NCC,JP)"	Created
SPECC1	hsa-miR-4648	"LiverCancer(NCC,JP)"	Created
PML	hsa-miR-4689	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
CDKN1B	hsa-miR-644b-3p	"LiverCancer(NCC,JP)"	Created
PSMD10	hsa-miR-181a-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
CCND2	hsa-miR-4278	"LiverCancer(RIKEN,JP)"	Created
GNAS	hsa-miR-3064-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-3064-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
CBL	hsa-miR-216a	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-1306-5p	"LiverCancer(RIKEN,JP)"	Created
HRAS	hsa-miR-566	"LiverCancer(NCC,JP)"	Created
HRAS	hsa-miR-566	"LiverCancer(NCC,JP)"	Created
PIK3R1	hsa-miR-660-3p	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-660-3p	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-660-3p	"LiverCancer(RIKEN,JP)"	Created
PIK3R1	hsa-miR-660-3p	"LiverCancer(RIKEN,JP)"	Created
TCTA	hsa-miR-5589-5p	"ProstateCancer(OICR,CA)"	Created
PAX3	hsa-miR-607	"BladderUrothelialCarcinoma(TCGA,US)"	Created
KAT6A	hsa-miR-5008-3p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-5008-3p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-5008-3p	"BreastCarcinoma(WTSI,UK)"	Created
CRKL	hsa-miR-3942-3p	"LiverCancer(NCC,JP)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
AURKA	hsa-miR-570-3p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-1273g-5p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-1273g-5p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-1273g-5p	"BreastCarcinoma(WTSI,UK)"	Created
ARHGEF12	hsa-miR-451a	"BreastCarcinoma(WTSI,UK)"	Created
ARHGEF12	hsa-miR-451a	"BreastCarcinoma(WTSI,UK)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
MECOM	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Created
SMAP2	hsa-miR-603	"ProstateCancer(OICR,CA)"	Disrupted
SMAP2	hsa-miR-603	"ProstateCancer(OICR,CA)"	Disrupted
SMAP2	hsa-miR-603	"ProstateCancer(OICR,CA)"	Disrupted
SMAP2	hsa-miR-603	"ProstateCancer(OICR,CA)"	Disrupted
KAT6A	hsa-miR-4699-5p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4699-5p	"BreastCarcinoma(WTSI,UK)"	Created
KAT6A	hsa-miR-4699-5p	"BreastCarcinoma(WTSI,UK)"	Created
PLAG1	hsa-miR-652-3p	"LiverCancer(RIKEN,JP)"	Created
PLAG1	hsa-miR-652-3p	"LiverCancer(RIKEN,JP)"	Created
PLAG1	hsa-miR-652-3p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-3663-5p	"LiverCancer(RIKEN,JP)"	Created
ZNF320	hsa-miR-323b-5p	"LiverCancer(NCC,JP)"	Created
HOPX	hsa-miR-1909-5p	"LiverCancer(NCC,JP)"	Created
HRAS	hsa-miR-566	"LiverCancer(NCC,JP)"	Created
STIL	hsa-miR-3178	"ProstateCancer(OICR,CA)"	Created
STIL	hsa-miR-3178	"ProstateCancer(OICR,CA)"	Created
PML	hsa-miR-4316	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
HOPX	hsa-miR-371a-3p	"LiverCancer(NCC,JP)"	Created
PAX3	hsa-miR-4316	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
SS18	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
SS18	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
AKT1	hsa-miR-424-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT1	hsa-miR-424-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT1	hsa-miR-424-3p	"LiverCancer(NCC,JP)"	Disrupted
